Country,Sector,Sovereign / Non-Sovereign,Title,Commitment in UA,Status,Signature Date,country,Projects,Capacity (MW),Project,Capacity(MW),Name of Plant
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Kenya,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Lesotho,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Lesotho,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Lesotho,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Lesotho,,,,,
,,,,,,,Lesotho,,,LHWP Muela II Hydro,110.0,
,,,,,,,Lesotho,,,Mafeteng Solar PV,70.0,
,,,,,,,Lesotho,,,Neo Solar PV I,20.0,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Lesotho,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Lesotho,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Lesotho,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Lesotho,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Liberia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Liberia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Liberia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Liberia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Liberia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Liberia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Liberia,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Libya,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Libya,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Libya,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Libya,,,,,
,,,,,,,Libya,,,Ghadames Solar PV,200.0,
,,,,,,,Libya,,,Man-Made Solar PV,100.0,
,,,,,,,Libya,,,TotalEnergies Solar PV,500.0,
,,,,,,,Libya,,,W Solar Investment Solar PV,2000.0,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Libya,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Libya,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Libya,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Libya,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Madagascar,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Madagascar,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Madagascar,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Madagascar,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Madagascar,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Madagascar,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Madagascar,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Malawi,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Malawi,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Malawi,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Malawi,,,,,
,,,,,,,Malawi,,25.0,Golomoti Solar PV Battery,,
,,,,,,,Malawi,,3.05,Muloza Hydro,,
,,,,,,,Malawi,,8.25,Ruo-Ndiza Hydro,,
,,,,,,,Malawi,,60.0,Salima Solar PV,,
,,,,,,,Malawi,,30,Bupigu Songwe Hydro,,
,,,,,,,Malawi,,50,Chasombo Hydro,,
,,,,,,,Malawi,,20-50,Chimgonda A Hydro,,
,,,,,,,Malawi,,10.5-13.5,Chiweta Geothermal,,
,,,,,,,Malawi,,10,Egenco Salima Solar PV Battery,,
,,,,,,,Malawi,,150,High Fufu Falls Hydro,,
,,,,,,,Malawi,,300,Kam'mwamba Coal,,
,,,,,,,Malawi,,213.2,Kholombidzo Hydro,,
,,,,,,,Malawi,,40,Lilongwe Solar PV,,
,,,,,,,Malawi,,100,Lower Fufu Hydro,,
,,,,,,,Malawi,,104.4,Lunjika Wind,,
,,,,,,,Malawi,,6,Luwinga Diesel,,
,,,,,,,Malawi,,60-130,Manolo Songwe Hydro,,
,,,,,,,Malawi,,41,Mbongozi Hydro,,
,,,,,,,Malawi,,350,Mpatamanga Hydro,,
,,,,,,,Malawi,,52,Mulanje Mountain Massif Hydro,,
,,,,,,,Malawi,,0.032,Must Waste-to-Power,,
,,,,,,,Malawi,,150,Mzimba Wind,,
,,,,,,,Malawi,,50,Nanjoka Solar PV,,
,,,,,,,Malawi,,50,Nkhoma Deka Solar PV Battery,,
,,,,,,,Malawi,,,Nuclear Project,,
,,,,,,,Malawi,,120,Pamodzi Coal,,
,,,,,,,Malawi,,3-13,Rumphi Hydro,,
,,,,,,,Malawi,,160,Sofwe Songwe Hydro,,
,,,,,,,Malawi,,40,Voltalia Nkhotakota Solar PV,,
,,,,,,,Malawi,,20-45,Zoa Falls Hydro,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Malawi,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Malawi,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Malawi,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Malawi,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mali,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mali,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mali,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mali,,,,,
,,,,,,,Mali,,,Bamako HFO,40.0,
,,,,,,,Mali,,,Kayes HFO,90.0,
,,,,,,,Mali,,,Solar PV Park,500.0,
,,,,,,,Mali,,,Amimer Energie Darsalam Diesel,20.0,
,,,,,,,Mali,,,Diéma Solar PV,100.0,
,,,,,,,Mali,,,Genser Kalabancoro Gas,65.0,
,,,,,,,Mali,,,Noumoubougou Biomass,5.0,
,,,,,,,Mali,,,Tiakadougou-Dialakoro Solar PV,50.0,
,,,,,,,Mali,,,Touna Solar PV,93.0,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mali,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mali,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mali,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mali,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mauritania,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mauritania,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mauritania,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mauritania,,,,,
,,,,,,,Mauritania,,,Nouakchott Waste BiomassMauritania,15-20,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mauritania,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mauritania,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mauritania,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mauritania,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mauritius,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mauritius,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mauritius,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mauritius,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mauritius,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mauritius,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mauritius,,,,,
,,,,,,,Mauritius,,36.7,Alteo Energy Flacq Coal Bagasse Cogeneration,,
,,,,,,,Mauritius,,15.0,Bambous Sarako Solar PV,,
,,,,,,,Mauritius,,28.4,Consolidated Energy Beau Champ Coal,,
,,,,,,,Mauritius,,5.0,Corex Solar PV,,
,,,,,,,Mauritius,,9.35,Eole Plaine des Roches Wind,,
,,,,,,,Mauritius,,9.0,Helios Solar PV,,
,,,,,,,Mauritius,,17.5,Henrietta Solar PV,,
,,,,,,,Mauritius,,21.7,Médine Sugar Mill Bagasse,,
,,,,,,,Mauritius,,1.99,Mont Choisy Solar PV,,
,,,,,,,Mauritius,,15.05,Queen Victoria Solar PV,,
,,,,,,,Mauritius,,32.5,Saint Aubin Biomass Coal,,
,,,,,,,Mauritius,,16.3,Solitude Solar PV,,
,,,,,,,Mauritius,,3.3,Sotravic Mare Chicose Landfill Gas,,
,,,,,,,Mauritius,,1.99,Synnove L’Espérance Solar PV,,
,,,,,,,Mauritius,,1.99,Synnove Petite Retraite Solar PV,,
,,,,,,,Mauritius,,4,Anahita Battery,,
,,,,,,,Mauritius,,13.86,Arsenal Solar PV,,
,,,,,,,Mauritius,,8,CEB Henrietta Solar PV Phase II,,
,,,,,,,Mauritius,,90-110,CEB Solar PV Battery Tender,,
,,,,,,,Mauritius,,1,Grenade Solar PV,,
,,,,,,,Mauritius,,4,Jin Fei Battery,,
,,,,,,,Mauritius,,2,La Tour Koenig Battery,,
